raw_name,canonical_name,is_supplement,n_mentions,reviewed,notes
GHKCU,GHK-Cu,True,1,no,
GLA oils,GLA,True,1,no,
GLP-1 probiotic,GLP-1,True,1,no,
GLP-1 ilaçları,GLP-1,False,1,no,
GLP-1 medications,GLP-1,False,1,no,
GLP-1 Probiotic,GLP-1 Probiotic,True,1,no,
GNC vitamin pack,GNC,True,1,no,
GNC supplement pack,GNC,True,1,no,
GNC Age-Based Vitapaks Program for Women - 30+/40+/50+ Daily Packs,GNC Age-Based Vitapaks,True,1,no,
GNC Women's Vitapak,GNC Women's Vitapak,True,1,no,
GUIDA,GUIDA,False,1,no,
Gabapentin,Gabapentin,True,1,no,
Galveston Diet,Galveston Diet,False,1,no,
Gami Soyosan,Gami Soyosan,True,1,no,
gandamen seeds,Gandamen,True,1,no,
garcinia cambogia,Garcinia Cambogia,True,1,no,
gels,Gel,False,1,no,
GenPro,GenPro,True,1,no,
general vegetables,General Vegetables,False,1,no,
Genesin,Genesin,True,1,no,
Genesis Advanced Hydration Summer Orange Flavour Multi Vitamin 90 Day Supply,Genesis Advanced Hydration,True,1,no,
Genesis Gold,Genesis Gold,True,1,no,
Genistein (geniVida®),Genistein,True,1,no,
Gennev,Gennev,True,1,no,
Gepretix,Gepretix,True,1,no,
gester,Gester,False,1,no,
ghee,Ghee,False,1,no,
Ghee,Ghee,False,1,no,
Ghost Blessing,Ghost Blessing,False,1,no,
Giant Byoungpool,Giant Byoungpool,False,1,no,
Gigi,Gigi,False,1,no,
Gilliou Perfect Hormonal Balance,Gilliou Perfect Hormonal Balance,True,1,no,
Gengibre,Ginger,True,1,no,
fresh grated ginger,Ginger,True,1,no,
zenzero,Ginger,True,1,no,
ginkgo,Ginkgo,True,1,no,
P-N-A-X ginseng,Ginseng,True,1,no,
ginseng extracts,Ginseng,True,1,no,
Extrato de Ginseng,Ginseng,True,1,no,
Gisley,Gisley,False,1,no,
Glamlatte,Glamlatte,False,1,no,
Gleeful Over 30 Hormone Support,Gleeful,True,1,no,
Gleefull Supplements,Gleefull,True,1,no,
glow,Glow,False,1,no,
Glow PM,Glow PM,True,1,no,
GLOW UP ERA,Glow Up Era,False,1,no,
Glutathione Antioxidant Serum,Glutathione,True,1,no,
Cymbiotika liposomal glutathione,Glutathione,True,1,no,
Cattier Glutathione,Glutathione,True,1,no,
liposomal glutathione,Glutathione,True,1,no,
gluten free,Gluten Free,False,1,no,
gluten free pasta,Gluten Free Pasta,False,1,no,
Glycine,Glycine,True,1,no,
glicina,Glycine,True,1,no,
glycofene,Glycofen,True,1,no,
glycolic acid,Glycolic Acid,False,1,no,
Go Healthy Pro,Go Healthy Pro,True,1,no,
Goalie Nutrition,Goalie Nutrition,False,1,no,
Goat Liver,Goat Liver,True,1,no,
Goji hair mask,Goji,True,1,no,
Goji,Goji,True,1,no,
goji berries,Goji Berries,True,1,no,
Goji berries,Goji Berry,True,1,no,
Goli® Nutrition #goliwomenscompletemultigummies,Goli Women's Complete Multigummies,True,1,no,
Goliyan,Goliyan,False,1,no,
Gomi Wellness Gut Harmony,Gomi Wellness,True,1,no,
Good Girl RX,Good Girl RX,False,1,no,
gotu kola,Gotu Kola,True,1,no,
granola,Granola,False,1,no,
grape seed,Grape Seed,True,1,no,
Grapefruit juice,Grapefruit,False,1,no,
Greek yoghurt,Greek Yoghurt,False,1,no,
full fat Greek yogurt,Greek Yogurt,False,1,no,
full-fat Greek yogurt,Greek Yogurt,False,1,no,
green supplement,Green,True,1,no,
green apple,Green Apple,False,1,no,
green gummies,Green Gummies,True,1,no,
Green juices,Green Juice,False,1,no,
Green Tea Fat Mobilizer,Green Tea,True,1,no,
Green tea fat mobilizers,Green Tea,True,1,no,
Green tea,Green Tea,True,1,no,
Green Tea,Green Tea,True,1,no,
greens,Greens,True,1,no,
greens blend,Greens Blend,True,1,no,
greens drink,Greens Drink,True,1,no,
growth hormone,Growth Hormone,True,1,no,
Гормон роста,Growth Hormone,True,1,no,
guaifa,Guaifa,False,1,no,
gum disease,Gum Disease,False,1,no,
gummy,Gummy,False,1,no,
my happy gut cleanse,Gut Cleanse,True,1,no,
Gut Hormone Protocol,Gut Hormone Protocol,False,1,no,
Gut Weight,Gut Weight,False,1,no,
Gymnema,Gymnema,True,1,no,
HEAL,HEAL,False,1,no,
HHC 24/7,HHC,True,1,no,
HIIT,HIIT,False,1,no,
HOS-5 Challenge,HOS-5 Challenge,False,1,no,
HPA package,HPA,False,1,no,
HRT programs,HRT,False,1,no,
Winona HRT cream,HRT,True,1,no,
HRT patch,HRT,False,1,no,
HRT for women,HRT,False,1,no,
HRT cream,HRT,True,1,no,
HRT pellets,HRT,True,1,no,
Hair Growth Max,Hair Growth Max,True,1,no,
Hair Growth Serum,Hair Growth Serum,False,1,no,
Hair Growth Stimulants,Hair Growth Stimulants,False,1,no,
Hair Lush Serum,Hair Lush Serum,False,1,no,
Hair Oil Serum,Hair Oil Serum,False,1,no,
Hair Serum,Hair Serum,False,1,no,
hair skin and nails gummies,Hair Skin and Nails,True,1,no,
hair supplement,Hair Supplement,True,1,no,
Hair Support,Hair Support,True,1,no,
hair thinning supplements,Hair Thinning Supplements,True,1,no,
hair vitamin mats,Hair Vitamin,True,1,no,
"Hair, Skin & Nails","Hair, Skin & Nails",True,1,no,
"hair, skin, and nails supplement","Hair, Skin, and Nails Supplement",True,1,no,
hairline powder,Hairline Powder,True,1,no,
hake,Hake,False,1,no,
Happy Baby,Happy Baby,False,1,no,
Happy Hoo-Ha,Happy Hoo-Ha,False,1,no,
Happy Juice,Happy Juice,False,1,no,
Happy Mammoth Hormone Harmony,Happy Mammoth Hormone Harmony,True,1,no,
Happy Menopause course,Happy Menopause,False,1,no,
Happy V Menopause Relief AM + PM Capsules,Happy V,True,1,no,
Haritaki,Haritaki,True,1,no,
hawthorn,Hawthorn,True,1,no,
Hawthorn berries,Hawthorn,True,1,no,
hazelnuts,Hazelnuts,False,1,no,
He Shou Wu,He Shou Wu,True,1,no,
Healing Hormones: LIVE,Healing Hormones,True,1,no,
Health and Her,Health and Her,False,1,no,
Health in Menopause,Health in Menopause,False,1,no,
Healthmate endurance,Healthmate Endurance,True,1,no,
Healthy Eating Index,Healthy Eating Index,False,1,no,
Healthy Gut Healthy Bones Program,Healthy Gut Healthy Bones,False,1,no,
heart 7,Heart 7,False,1,no,
heart palpitations,Heart Palpitations,False,1,no,
Heart and Soil Her Package,Heart and Soil,True,1,no,
Heel Genius,Heel Genius,False,1,no,
Helperhair Vianne,Helperhair Vianne,False,1,no,
hemoglobin A1C,Hemoglobin A1C,False,1,no,
Hemp parts,Hemp,False,1,no,
hemp seeds,Hemp,True,1,no,
"Body Health Whole Trilogy seeds (hemp, chia, flax blend)",Hemp,True,1,no,
hemp,Hemp,True,1,no,
Her Wellness,Her Wellness,False,1,no,
OZiva’s HerBalance,HerBalance,True,1,no,
Herbs,Herb,False,1,no,
Herbal Harmony,Herbal Harmony,False,1,no,
herbal medicines,Herbal Medicine,False,1,no,
herbal supplement,Herbal Supplement,True,1,no,
herbal tea,Herbal Tea,False,1,no,
loose leaf herbal tea,Herbal Tea,False,1,no,
cooling herbal teas,Herbal Tea,False,1,no,
Hormone Balance Herbal Tea,Herbal Tea,True,1,no,
these herbs,Herbs,False,1,no,
Hifas da Terra,Hifas da Terra,True,1,no,
High Protein Meal Plan,High Protein,False,1,no,
High-Protein / Anti-Inflammatory Diet,High-Protein,False,1,no,
Highlands Women's Menno Multi + Youthful Skin,Highlands Women's Menno Multi,True,1,no,
hip pain,Hip Pain,False,1,no,
HistamineIntolerance.org,Histamine,False,1,no,
Holistic Herbs,Holistic Herbs,False,1,no,
Holland & Barrett,Holland & Barrett,False,1,no,
holy basil or tulsi,Holy Basil,True,1,no,
Tulsi aka Holy Basil,Holy Basil,True,1,no,
holy basil,Holy Basil,True,1,no,
Holy Momin,Holy Basil,True,1,no,
holy basil (Tulsi),Holy Basil,True,1,no,
Holy basil,Holy Basil,True,1,no,
Homeopathy,Homeopathy,False,1,no,
raw organic unprocessed honey,Honey,False,1,no,
HONEY,Honey,True,1,no,
raw honey,Honey,False,1,no,
honey,Honey,False,1,no,
dried honeysuckle,Honeysuckle,True,1,no,
lupulo,Hop,True,1,no,
hops tincture,Hops,True,1,no,
Hormonal Harmony,Hormonal Harmony,False,1,no,
hormonal replacement,Hormonal Replacement,False,1,no,
bioidentical hormonal replacement therapy supplements,Hormonal Replacement Therapy,False,1,no,
reposição hormonal personalizada,Hormonal Replacement Therapy,False,1,no,
hormonal support,Hormonal Support,False,1,no,
Hormonal therapy,Hormonal Therapy,False,1,no,
hormone based herbal blends,Hormone,True,1,no,
Hormone Gummies,Hormone,True,1,no,
hormone supplements,Hormone,True,1,no,
bioidentical hormone,Hormone,False,1,no,
hormone supplementation,Hormone,True,1,no,
Hormone Balance Gummies,Hormone Balance,True,1,no,
Hormone Balance blend,Hormone Balance,True,1,no,
hormone balance capsules,Hormone Balance,True,1,no,
Hormone Balance Plus,Hormone Balance Plus,True,1,no,
Hormone balancing supplement,Hormone Balancing Supplement,True,1,no,
Hormone Bliss,Hormone Bliss,False,1,no,
Hormone Harmony Over 35,Hormone Harmony,True,1,no,
Gomi Wellness Hormone Harmony,Hormone Harmony,True,1,no,
Hormone Health,Hormone Health,True,1,no,
Jeuneora Hormone Hero,Hormone Hero,True,1,no,
Hormone Pack,Hormone Pack,True,1,no,
hormone panel,Hormone Panel,False,1,no,
hormone patches,Hormone Patches,False,1,no,
hormone regulators,Hormone Regulators,True,1,no,
hormone replacement pellets,Hormone Replacement Pellets,False,1,no,
bio identical hormone replacement therapy,Hormone Replacement Therapy,False,1,no,
"Hormone Replacement Therapy (HRT,MT, HT)",Hormone Replacement Therapy,False,1,no,
Bioidentical hormone replacement therapy,Hormone Replacement Therapy,False,1,no,
hormone replacement therapy (HRT),Hormone Replacement Therapy,False,1,no,
Hormone replacement therapy (HRT),Hormone Replacement Therapy,False,1,no,
bioidentical hormone replacement,Hormone Replacement Therapy,False,1,no,
Hormone Replacement Therapy drugs,Hormone Replacement Therapy,False,1,no,
personalized hormone replacement therapy,Hormone Replacement Therapy,False,1,no,
Hormone ReplacementTherapy,Hormone Replacement Therapy,False,1,no,
Hormone reset plan,Hormone Reset Plan,False,1,no,
hormone specialist,Hormone Specialist,False,1,no,
Hormone Therapy Decoded,Hormone Therapy,False,1,no,
Hormones,Hormones,False,1,no,
HORMONES,Hormones,True,1,no,
horsetail,Horsetail,True,1,no,
Hot Flash,Hot Flash,False,1,no,
How to Menopause,How To Menopause,False,1,no,
Hugo Spritz,Hugo Spritz,False,1,no,
humalaekstrakti,Humala Ekstrakti,True,1,no,
Human Nature feminine wash,Human Nature,False,1,no,
Huperzine A,Huperzine A,True,1,no,
Hyaluronic Acid,Hyaluronic Acid,True,1,no,
Hyaluronic acid suppository,Hyaluronic Acid,True,1,no,
Hyaluronic acid,Hyaluronic Acid,True,1,no,
Hydrate + Detox,Hydrate + Detox,True,1,no,
hydration,Hydration,False,1,no,
hydrocortisone cream,Hydrocortisone,True,1,no,
Hydroquinone Even Tone Cream,Hydroquinone,True,1,no,
hypochlorous acid,Hypochlorous Acid,True,1,no,
IM8 Daily Ultimate Essentials Pro,IM8,True,1,no,
IM8 Daily Essentials,IM8,True,1,no,
IM8 Longevity,IM8 Longevity,True,1,no,
IR Clinical serum,IR Clinical serum,False,1,no,
IT Cosmetics Do it All Serum Balm,IT Cosmetics Do it All Serum Balm,False,1,no,
IUD,IUD,False,1,no,
IV nutrient therapy,IV nutrient therapy,False,1,no,
ice,Ice,False,1,no,
ice cap,Ice Cap,False,1,no,
Imersão Emagrecer 40+,Imersão Emagrecer,True,1,no,
Immunboost Women 50+,Immunboost Women 50+,True,1,no,
immunity powder,Immunity Powder,True,1,no,
indole 3 carbinol,Indole 3 Carbinol,True,1,no,
indole-3-carbinol,Indole-3-Carbinol,True,1,no,
indoles,Indoles,True,1,no,
INFLAMMATION,Inflammation,False,1,no,
inhame,Inhame,False,1,no,
magnésio inositol,Inositol,True,1,no,
myo + d-chiro inositol (40:1),Inositol,True,1,no,
Her Insitol Blend hormonal balance tablets,Inositol,True,1,no,
Инсулин,Insulin,False,1,no,
Intermittent fasting,Intermittent Fasting,False,1,no,
Intimate Dryness,Intimate Dryness,False,1,no,
Intrarosa,Intrarosa,True,1,no,
intrarosa,Intrarosa,True,1,no,
Introduction to Healing With Traditional Chinese Medicine,Introduction to Healing With Traditional Chinese Medicine,False,1,no,
inulin,Inulin,True,1,no,
Supplements that everyone with hypothyroidism needs,Iodine,True,1,no,
Supplements for those without a thyroid and for those after RAI,Iodine,True,1,no,
Iodine,Iodine,True,1,no,
Ipamorelin,Ipamorelin,True,1,no,
Iris,Iris,False,1,no,
irish sea moss,Irish Sea Moss,True,1,no,
high dose iron,Iron,True,1,no,
iron tonic,Iron,True,1,no,
Hemagenics Iron Advanced,Iron,True,1,no,
iron deficiency,Iron,True,1,no,
Iron Energy,Iron,True,1,no,
iron supplementation,Iron,True,1,no,
ionic iron,Iron,True,1,no,
Iron + Vitamin C,Iron,True,1,no,
hierro,Iron,True,1,no,
Hierro,Iron,True,1,no,
iron and B12,Iron,True,1,no,
"children’s biscuits, very light and fortified with iron and B‑vitamins",Iron,True,1,no,
Iron Blood Builder,Iron,True,1,no,
isabgol,Isabgol,True,1,no,
soja isoflavoone,Isoflavone,True,1,no,
isoflavone supplement,Isoflavone,True,1,no,
isoflavones,Isoflavones,True,1,no,
phytoestrogens (from soy Isoflavones),Isoflavones,True,1,no,
JVN,JVN,False,1,no,
jasmine,Jasmine,False,1,no,
jasmine extract,Jasmine Extract,True,1,no,
Jeju lava water,Jeju Lava Water,False,1,no,
joint pain,Joint Pain,False,1,no,
joints,Joint Support,False,1,no,
JoyLux,JoyLux,True,1,no,
Julva,Julva,True,1,no,
K,K,False,1,no,
kalojam,Kalojam,True,1,no,
organic kelp,Kelp,True,1,no,
Kelp,Kelp,True,1,no,
Kerala Essence,Kerala Essence,True,1,no,
Keto diet,Keto,False,1,no,
keto,Keto,False,1,no,
Keto Diet,Keto Diet,False,1,no,
keto green,Keto Green,False,1,no,
Key Peri & Menopause,Key Peri,True,1,no,
key zen,Key Zen,False,1,no,
Key Zen,Key Zen,True,1,no,
Key for Her Perimenopause supplement,Key for Her,True,1,no,
kidney points,Kidney,False,1,no,
kidney 3,Kidney 3,False,1,no,
Kiko Vitals,Kiko Vitals,True,1,no,
Kindra Daily V lotion,Kindra Daily V,False,1,no,
Kindra Daily V Lotion,Kindra Daily V,False,1,no,
kiwi fruit,Kiwi,False,1,no,
Kiwi,Kiwi,False,1,no,
deodorant with kojic acid and turmeric,Kojic Acid,False,1,no,
Kollo Health,Kollo Health,True,1,no,
Kollo Meno Support,Kollo Meno Support,True,1,no,
Kombu,Kombu,False,1,no,
Kombucha BIOMA,Kombucha,True,1,no,
Komi Wellness,Komi,True,1,no,
Komi Collagen Therapy,Komi Collagen,True,1,no,
komplexe Kohlenhydrate,Komplexe Kohlenhydrate,False,1,no,
koniczyna,Koniczyna,False,1,no,
aceite de krill,Krill Oil,True,1,no,
Kumkumadi Face Oil,Kumkumadi Face Oil,False,1,no,
Kwae kru,Kwae Kru,False,1,no,
KÜLKUF Cooling Wristband,KÜLKUF,False,1,no,
Linquite,L-Arginine,True,1,no,
L-carnitine,L-Carnitine,True,1,no,
L‑carnitine,L-Carnitine,True,1,no,
L-Dopa,L-Dopa,True,1,no,
L-Leucine,L-Leucine,True,1,no,
L theanine,L-Theanine,True,1,no,
L‑theanine,L-Theanine,True,1,no,
L-Tyrosine,L-Tyrosine,True,1,no,
L3 and 8 type,L3,True,1,no,
LANGVIP6,LANGVIP6,False,1,no,
small dense LDL particles,LDL,False,1,no,
LEDA5,LEDA5,False,1,no,
52mg LNG IUD,LNG IUD,False,1,no,
LTK,LTK,False,1,no,
La Roche-Posay,La Roche-Posay,False,1,no,
Lactacystis,Lactacystis,False,1,no,
LactoBif 30,Lactobacillus,True,1,no,
lactose,Lactose,False,1,no,
Original Lash Serum,Lash Serum,False,1,no,
Latisse,Latisse,False,1,no,
legume,Legume,False,1,no,
pasta di legumi,Legume Pasta,False,1,no,
"legumes like lentils, chickpeas, and beans",Legumes,False,1,no,
lemmy,Lemmy,False,1,no,
lemmy curb,Lemmy Curb,False,1,no,
lemmy dim detox,Lemmy Dim Detox,True,1,no,
lemon,Lemon,False,1,no,
레몬,Lemon,False,1,no,
Lemon balm,Lemon Balm,True,1,no,
acqua e limone,Lemon Water,False,1,no,
Lemon Water,Lemon Water,False,1,no,
lemongrass tea,Lemongrass,True,1,no,
lemongrass,Lemongrass,True,1,no,
Lemons,Lemons,False,1,no,
leptin resistance,Leptin,False,1,no,
lettuce,Lettuce,False,1,no,
Water Levissima,Levissima,False,1,no,
Levonorgestrel,Levonorgestrel,True,1,no,
Lexapro,Lexapro,False,1,no,
li 4,Li 4,False,1,no,
Licorice powder,Licorice,True,1,no,
Life Extension 2-a-Day,Life Extension,True,1,no,
Life Extension,Life Extension,True,1,no,
Weight Management – LifeSeasons Therapeutics,LifeSeasons Therapeutics,True,1,no,
LifeSeasons Therapeutics Metabolism Weight Management,LifeSeasons Therapeutics Metabolism Weight Management,True,1,no,
light soda,Light Soda,False,1,no,
light up dildos,Light Up Dildos,False,1,no,
SDG Lignans (from flax),Lignans,True,1,no,
lime,Lime,False,1,no,
Lineage Provisions,Lineage Provisions,True,1,no,
linseed,Linseed,True,1,no,
linseed oil,Linseed Oil,True,1,no,
linseed oil (linhaça),Linseed Oil,True,1,no,
LION’S MANE,Lion's Mane,True,1,no,
Lion’s Mane,Lion's Mane,True,1,no,
Lion's mane,Lion's Mane,True,1,no,
Lioness Ready,Lioness Ready,False,1,no,
little gift,Little Gift,False,1,no,
Live Young,Live Young,False,1,no,
a good liver supplement,Liver,True,1,no,
LIVER,Liver,True,1,no,
liver cleanses,Liver,True,1,no,
liver,Liver,True,1,no,
Lo Bosworth,Lo Bosworth,False,1,no,
local estrogen,Local Estrogen,False,1,no,
Lo Loestrin,Loestrin,False,1,no,
lonqui,Lonicera,False,1,no,
lorid,Lorid,False,1,no,
Lovage root,Lovage,True,1,no,
Lovin' Libido,Lovin' Libido,True,1,no,
Low-Fat Diet,Low-Fat Diet,False,1,no,
lupini beans,Lupini,False,1,no,
Lustriva,Lustriva,True,1,no,
lutein,Lutein,True,1,no,
Lutigest,Lutigest,True,1,no,
Lydia Pinkham herbal tonic,Lydia Pinkham,True,1,no,
EverTide Lymphatic Drainage Capsules,Lymphatic Drainage,True,1,no,
Lynkiet,Lynkiet,False,1,no,
LYNKUET,Lynkue,True,1,no,
M4 Face Cream,M4,False,1,no,
M4 Body Cream,M4 Body Cream,False,1,no,
M4 Eye Cream Rx,M4 Eye Cream,False,1,no,
M4 Face Cream Rx,M4 Face Cream,False,1,no,
M4 Face Serum Rx,M4 Face Serum,True,1,no,
MB-1 45+,MB-1 45+,True,1,no,
MB1,MB1,True,1,no,
MCT,MCT,True,1,no,
MCT oil,MCT Oil,True,1,no,
MENNO,MENNO,False,1,no,
O Positiv MENO Gummies,MENO,True,1,no,
MENO gummies,MENO,True,1,no,
MENO & PERI,MENO & PERI,True,1,no,
online MENOPAUSE YOGA MEMBERSHIP,MENOPAUSE,False,1,no,
MENOPAUSE WELLNESS RETREAT,MENOPAUSE WELLNESS RETREAT,False,1,no,
MHD,MHD,False,1,no,
MTick,MTick,False,1,no,
maca powder,Maca,True,1,no,
maca peruana,Maca,True,1,no,
macca,Maca,True,1,no,
Maca peruviana,Maca,True,1,no,
macaroo powder,Macaroo Powder,False,1,no,
Macaroot,Macaroot,True,1,no,
Madequa,Madequa,True,1,no,
nbpure MagO7 - Natural Colon Cleanse & Detox,MagO7,True,1,no,
MagTower,MagTower,True,1,no,
mag oxide,Magnesium,True,1,no,
mag citrate,Magnesium,True,1,no,
MG,Magnesium,True,1,no,
Mg theeonate D3,Magnesium,True,1,no,
magnésio glicinato,Magnesium,True,1,no,
magnésio trionato,Magnesium,True,1,no,
Well Guard magnesium,Magnesium,True,1,no,
Magnesium L‑theronate,Magnesium,True,1,no,
Magnesium – Vitatree Magnesium,Magnesium,True,1,no,
Ortho Molecular Reacted Mag,Magnesium,True,1,no,
Moon Juice Cherry Magnesium with Melatonin,Magnesium,True,1,no,
magnesium glyconate,Magnesium,True,1,no,
magnet,Magnesium,True,1,no,
triple complex magnesium,Magnesium,True,1,no,
magnesium with L-theanine,Magnesium,True,1,no,
magnesium glycinate or malate,Magnesium,True,1,no,
Magnesio (forma bisglicinato),Magnesium,True,1,no,
magnesium oxide,Magnesium,True,1,no,
Magnesium (glycinate or citrate),Magnesium,True,1,no,
Calm Magnesium supplement drink mix,Magnesium,True,1,no,
Magnesium glycinate or citrate,Magnesium,True,1,no,
magnesium and zinc,Magnesium,True,1,no,
magnesium drink,Magnesium,True,1,no,
MegaFood Relax and Calm magnesium fruit chews,Magnesium,True,1,no,
Magnesium Supplements,Magnesium,True,1,no,
magnesium bisiknet,Magnesium,True,1,no,
MagCalm,Magnesium,True,1,no,
magnesium l-threonate,Magnesium,True,1,no,
Magnésio L-treonato,Magnesium,True,1,no,
Magneesium,Magnesium,True,1,no,
12-in-1 complex magnesium formula,Magnesium,True,1,no,
magnesium citrate tablets,Magnesium,True,1,no,
magnesium stearate,Magnesium,True,1,no,
Health4All Magnesium Gummies,Magnesium,True,1,no,
Magnésio L-Treonato (Magtein),Magnesium,True,1,no,
Magnesium Glycinate + L-theanine,Magnesium,True,1,no,
chelated magnesium,Magnesium,True,1,no,
magnesium electronico,Magnesium,True,1,no,
Chelated Magnesium,Magnesium,True,1,no,
liposomal magnesium glycinate,Magnesium,True,1,no,
Wellgard Gold Standard Magnesium,Magnesium,True,1,no,
MagBlue,Magnesium,True,1,no,
Magnezium,Magnesium,True,1,no,
Magnesuim,Magnesium,True,1,no,
magnezyum,Magnesium,True,1,no,
Magnesium (Glycinate or Citrate),Magnesium,True,1,no,
Mag 3N8 from Ortho Molecular,Magnesium,True,1,no,
Magnesium Supplement,Magnesium,True,1,no,
magnesium L threonate,Magnesium,True,1,no,
Magnesium-rich foods,Magnesium,False,1,no,
Biooptimizers Magnesium Breakthrough,Magnesium,True,1,no,
Magnesium Powder in Water,Magnesium,True,1,no,
malate magnesium,Magnesium,True,1,no,
magnesium glycerinate,Magnesium,True,1,no,
Magnesium Nite-Nite Roll-On,Magnesium,True,1,no,
magnesium oil,Magnesium,True,1,no,
citrate,Magnesium,True,1,no,
magnesium in the form of taurate or glycinate,Magnesium,True,1,no,
"chocolate biscuits, only 30 kcal, rich in chocolate which supplies magnesium",Magnesium,False,1,no,
magneziu,Magnesium,True,1,no,
Magnesium three,Magnesium,True,1,no,
Magnesium oil,Magnesium,True,1,no,
magnesium complex of macro ingredients,Magnesium,True,1,no,
magnesium oil spray,Magnesium,True,1,no,
Magnesium (Glycinate),Magnesium,True,1,no,
magnesium capsules,Magnesium,True,1,no,
magnolia root,Magnolia Root,True,1,no,
male-fertility,Male Fertility,True,1,no,
Naturium Mandelic Acid Body Wash,Mandelic Acid,False,1,no,
mango,Mango,False,1,no,
Manny M,Manny M,False,1,no,
Swiss marine collagen,Marine Collagen,True,1,no,
Mary Ruth's Morning Multivitamin,Mary Ruth's Morning Multivitamin,True,1,no,
Mary Ruth’s multivitamin,Mary Ruth's Multivitamin,True,1,no,
Mary Ruth’s Vitamins,Mary Ruth's Vitamins,True,1,no,
Mary Ruths Multivitamin with Lustriva,Mary Ruths Multivitamin,True,1,no,
Mastering Menopause with Pilates teacher training,Mastering Menopause,False,1,no,
matcha,Matcha,True,1,no,
Matcha,Matcha,True,1,no,
Matrix,Matrix,False,1,no,
Matrixyl-4 Collagen Peptide Serum,Matrixyl-4 Collagen,True,1,no,
maxadrenals,Max Adrenals,True,1,no,
Me.No.Pause,Me.No.Pause,False,1,no,
medications,Medications,False,1,no,
medicine or pharmacology,Medicine,False,1,no,
Mediterranean Diet,Mediterranean Diet,False,1,no,
Mediterranean-style diet,Mediterranean Diet,False,1,no,
medroxyprogesterone acetate,Medroxyprogesterone Acetate,False,1,no,
Mega Ratu Premium,Mega Ratu,True,1,no,
Mega-Tre,Mega-Tre,True,1,no,
melaslim,Melaslim,True,1,no,
melatonin sleep patches,Melatonin,True,1,no,
Mélatonine,Melatonin,True,1,no,
microactive melatonin,Melatonin,True,1,no,
melatonina,Melatonin,True,1,no,
Can-i Sleep Spray for Adults – Fast-Acting Melatonin Spray with GABA & 5-HTP,Melatonin,True,1,no,
Sassy Sage Cooling Sleep Patch with Melatonin,Melatonin,True,1,no,
Melatonin with B6,Melatonin,True,1,no,
melissa,Melissa,True,1,no,
Mellow Menopause™,Mellow Menopause,True,1,no,
OLLY Mellow Menopause™,Mellow Menopause,True,1,no,
Melon,Melon,False,1,no,
Melt For You vaginal inserts,Melt For You,False,1,no,
meme kanseri onaylıcıklar,Meme Kanseri Onaylıcıklar,False,1,no,
Ignite Daily Men's Libido Support Capsules,Men's Libido Support,True,1,no,
Menacheil,Menacheil,False,1,no,
Menachil,Menachil,False,1,no,
Menaforce,Menaforce,True,1,no,
menalya,Menalya,True,1,no,
menazitol,Menazitol,True,1,no,
Meno menopause vitamin capsules,Meno,True,1,no,
O Positiv Meno,Meno,True,1,no,
Her Meno capsules,Meno,True,1,no,
Meno powder,Meno,True,1,no,
Wild Dose A Dose For Meno,Meno,True,1,no,
Meno Menopause Support capsules,Meno,True,1,no,
MENO BALANCE gummies,Meno Balance,True,1,no,
Meno Balance,Meno Balance,True,1,no,
Meno Balance Gummies,Meno Balance,True,1,no,
Meno Botanicals,Meno Botanicals,True,1,no,
Happy Mammoth Meno Daily Menopause Vitamins & Supplements,Meno Daily,True,1,no,
Meno Dúo,Meno Duo,True,1,no,
Meno Gummies,Meno Gummies,True,1,no,
MENO Gummies,Meno Gummies,True,1,no,
Meno Menopause Vitamin supplement,Meno Menopause Vitamin,True,1,no,
Meno Pause,Meno Pause,True,1,no,
Meno Pregdhe,Meno Pregdhe,False,1,no,
Meno Relief,Meno Relief,True,1,no,
MENO RESCUE,Meno Rescue,True,1,no,
Meno Support,Meno Support,True,1,no,
GO MENO SUPPORT,Meno Support,True,1,no,
Meno Support Bundle,Meno Support Bundle,True,1,no,
O Positiv meno vitamin,Meno Vitamin,True,1,no,
Meno and Peri,Meno and Peri,True,1,no,
Meno-Chill Black Girl Vitamins,Meno-Chill,True,1,no,
meno-chill,Meno-Chill,True,1,no,
Meno-poo,Meno-Pause,True,1,no,
Meno-Strong,Meno-Strong,True,1,no,
O Positiv Meno-Vaginal Moisture Support Capsules,Meno-Vaginal Moisture Support,True,1,no,
Meno-cola,Meno-cola,True,1,no,
Bellabaci Meno-free,Meno-free,True,1,no,
Meno-slacks,Meno-slacks,False,1,no,
BGV MenoChill,MenoChill,True,1,no,
MenoCool,MenoCool,True,1,no,
MenoCyTonin,MenoCyTonin,True,1,no,
MenoFit,MenoFit,True,1,no,
MenoHelp,MenoHelp,True,1,no,
MenoLabs,MenoLabs,True,1,no,
MenoMate,MenoMate,True,1,no,
MenoMin,MenoMin,True,1,no,
MenoMize,MenoMize,True,1,no,
MenoMulti,MenoMulti,True,1,no,
MenoPlex,MenoPlex,True,1,no,
Pharma Plus MenoPlus,MenoPlus,True,1,no,
MenoPrep Guide,MenoPrep,True,1,no,
MenoRenew Complete,MenoRenew,True,1,no,
MenoSupport,MenoSupport,True,1,no,
MenoVive,MenoVive,True,1,no,
Menobalance,Menobalance,True,1,no,
Menobotanical range capsule,Menobotanical,True,1,no,
Black Girl Vitamins Menochill,Menochill,True,1,no,
Black Girl Vitamins Menochill Dietary Supplement,Menochill,True,1,no,
Menocil,Menocil,True,1,no,
